datetime,open,high,low,close,volume,reserve,funding_rates,mvrv,nrpl,nupl,stock_to_flow_reversion,sth_sopr,signal,RSI,9_ema,21_ema,50_ema,200_ema,Fear_and_Greed_Index
2020-08-03,11067.46,11486.6,10911.74,11233.13,13783.34037417,2938008.79819215,0.01896184,1.88039532,381596977.607676,0.46819693,0.61612689,1.06138464,none,69.0440332081468,10970.2703311272,10371.3931165327,10163.3585805454,10512.9025468152,75
2020-08-04,11233.16,11417.11,11006.16,11197.04,12074.47851394,2935476.03673566,0.014008,1.87299374,97670322.774653,0.46609539,0.54978468,1.01702153,none,68.1499081856951,11015.6242649018,10446.4519241206,10198.8259541114,10559.6455321963,72
2020-08-05,11197.05,11798.87,11073.7,11756.75,16637.77222796,2925716.65044356,0.0119721,1.96171773,260195066.386466,0.49024266,0.51349521,1.04153815,none,73.8136980837511,11163.8494119214,10565.5699310188,10234.2933276774,10606.3885175774,75
2020-08-06,11756.75,11916.68,11580.19,11773.89,18053.08146864,2925558.68285247,0.0130632,1.95621408,470585889.789578,0.48880851,0.62186333,1.07362266,none,73.9663715560078,11285.8575295371,10675.4172100171,10269.7607012434,10653.1315029586,79
2020-08-07,11773.89,11920.0,11350.0,11606.52,23761.51075422,2908150.70775607,0.00963862,1.92283109,328341730.52956,0.47993352,0.59733757,1.05295197,none,69.6933764130916,11349.9900236297,10760.0629181973,10305.2280748093,10699.8744883397,77
2020-08-08,11606.52,11818.18,11529.45,11774.98,7315.88456116,2908122.89092471,0.00687932,1.94669032,215801371.094793,0.48630761,0.56605634,1.04724975,none,71.4792971182592,11434.9880189038,10852.3281074521,10340.6954483753,10746.6174737208,77
2020-08-09,11773.24,11810.24,11532.04,11688.48,7595.84119449,2905172.81578922,0.01294605,1.92943722,135964592.360008,0.48171415,0.61710183,1.03515594,none,69.2235898982864,11485.686415123,10928.3419158656,10376.1628219413,10793.360459102,79
2020-08-10,11688.25,12086.22,11470.01,11899.73,22152.58893673,2903526.87348571,0.02451219,1.96271992,165524590.675764,0.49050296,0.55210612,1.02891291,none,71.5822102753802,11568.4951320984,11016.6499235141,10411.6301955073,10840.1034444831,78
2020-08-11,11899.87,11943.0,11120.0,11388.53,20706.60991744,2902580.40105937,0.01625677,1.87485378,196747925.272994,0.46662507,0.59387173,1.01345641,none,59.6658247580671,11532.5021056787,11050.4572031947,10447.0975690733,10886.8464298642,84
2020-08-12,11388.88,11625.0,11148.54,11566.45,12809.98917913,2897687.76732372,0.00807539,1.90254405,113402166.221309,0.47438799,0.61500026,1.01974546,none,62.0347138417657,11539.291684543,11097.3656392679,10482.5649426393,10933.5894152454,75
2020-08-13,11566.44,11802.09,11274.14,11795.95,15369.40392513,2900038.11424724,0.01131897,1.93806124,119106286.253336,0.48402043,0.5871974,1.02191361,none,64.8984953611817,11590.6233476344,11160.8733084253,10518.0323162052,10980.3324006265,75
2020-08-14,11795.95,11865.97,11651.24,11779.0,13797.82000137,2898065.14808697,0.02564276,1.93078104,194420127.904919,0.48207488,0.66572938,1.02448122,none,64.5114501441297,11628.2986781075,11217.066644023,10553.4996897712,11027.0753860077,78
2020-08-15,11777.5,11989.98,11688.0,11859.24,12567.03859346,2893538.99264343,0.02419608,1.94269581,95100132.8384455,0.48525137,0.6262433,1.01561031,none,65.5586115531432,11674.486942486,11275.4460400209,10588.9670633372,11073.8183713888,79
2020-08-16,11860.02,11940.0,11686.53,11918.84,8911.25397878,2893035.05145395,0.02716496,1.95135881,80753414.0019615,0.48753659,0.61334408,1.01740972,none,66.3527834981836,11723.3575539888,11333.936400019,10624.4344369032,11120.5613567699,82
2020-08-17,11918.84,12486.61,11775.0,12304.26,23814.66050181,2871615.71242555,0.04197496,2.00758726,360680144.413902,0.50188965,0.52058765,1.03487132,none,71.0084142795797,11839.538043191,11422.1476363809,10659.9018104692,11167.3043421511,83
2020-08-18,12303.98,12400.0,11825.0,11950.0,18628.91287504,2871812.57243962,0.04207337,1.94827888,146252149.47451,0.48672646,0.56656433,1.02145878,none,62.4544864022882,11861.6304345528,11470.1342148918,10695.3691840351,11214.0473275322,82
2020-08-19,11954.22,12024.83,11569.0,11758.87,16646.31489492,2861943.98256365,0.01568415,1.91694497,46293559.2048845,0.47833662,0.54971123,1.00352392,none,58.369125912568,11841.0783476423,11496.3829226289,10730.8365576011,11260.7903129133,80
2020-08-20,11758.87,11892.16,11671.48,11864.26,8801.17750309,2859357.05184699,0.01087981,1.93227925,105735112.612557,0.48247646,0.58677525,1.01214711,none,59.9257625172499,11845.7146781138,11529.826293299,10766.3039311671,11307.5332982945,75
2020-08-21,11864.26,11884.99,11480.0,11529.22,14865.37875873,2851651.23226239,0.01073753,1.87377897,145298816.485694,0.46631912,0.60485706,1.00933206,sell,53.1250696653408,11782.4157424911,11529.7711757263,10801.7713047331,11354.2762836756,81
2020-08-22,11529.99,11693.16,11370.0,11672.93,7946.02465327,2851488.80587714,0.01106236,1.8961113,27227818.3407235,0.4726048,0.53716421,1.00462619,none,55.4599534608007,11760.5185939928,11542.7856142967,10835.934390822,11401.0192690567,78
2020-08-23,11672.92,11715.0,11525.62,11650.01,5516.17048181,2849366.54269447,0.0105127,1.89262913,33645554.3828403,0.47163447,0.61914939,1.00533053,none,54.9894999503624,11738.4168751943,11552.5332857243,10867.8589245152,11447.7622544379,76
2020-08-24,11650.01,11823.62,11592.91,11753.85,7253.01922609,2849807.53439322,0.01050565,1.90710731,117785603.096852,0.47564566,0.59270579,1.02164551,none,56.7783474965872,11741.5035001554,11570.8348052039,10902.6036725735,11494.505239819,78
2020-08-25,11753.26,11769.76,11102.73,11324.92,14348.63533296,2837280.65452964,0.01307068,1.83601353,57985791.5619499,0.45534171,0.4904357,1.00147592,none,48.2483586726142,11658.1868001243,11548.4789138217,10919.1650971784,11541.2482252001,75
2020-08-26,11324.92,11539.99,11254.89,11463.27,9124.5541845,2836095.55456771,0.00642657,1.85822689,57893463.8296938,0.46185258,0.55093554,1.00531407,none,50.815059712237,11619.2034400995,11540.7326489288,10940.5025443479,11587.9912105813,76
2020-08-27,11463.27,11597.92,11125.0,11330.06,13517.38777028,2838593.82189797,0.01139479,1.83676704,48220672.5763046,0.45556514,0.49492353,1.00445386,none,48.3296001124743,11561.3747520796,11521.5805899353,10955.7793073147,11634.7341959624,75
2020-08-28,11330.56,11550.51,11282.09,11535.0,10373.89590327,2836372.09674431,0.00774012,1.8677498,117957200.569586,0.46459638,0.63656983,1.01262813,none,52.2029765536819,11556.0998016637,11522.8005363048,10978.4938442827,11681.4771813435,74
2020-08-29,11535.0,11580.0,11422.21,11474.31,5417.54146196,2837829.26414831,0.00735648,1.85725988,19235045.5602994,0.46157239,0.56706845,1.00157586,none,50.9841054619236,11539.7418413309,11518.3923057316,10997.9376150952,11728.2201667247,79
2020-08-30,11474.3,11720.0,11463.87,11716.01,5594.22582376,2844322.64917324,0.01318815,1.89505253,74736915.6148219,0.47231014,0.50363601,1.01940984,sell,55.4457581905597,11574.9954730647,11536.3575506651,11026.097316464,11774.9631521058,75
2020-08-31,11716.0,11784.66,11576.0,11655.0,9123.59353747,2838527.05539629,0.01523365,1.88329226,164732208.404798,0.46901497,0.59200327,1.01505947,sell,54.1069422324929,11590.9963784518,11547.1432278774,11050.7601667987,11821.7061374869,75
2020-09-01,11655.0,12086.0,11525.09,11924.22,16057.64432384,2839346.87110423,0.02515098,1.9208133,239679851.051949,0.4793872,0.62119439,1.03131198,sell,58.8309868306656,11657.6411027614,11581.422934434,11085.0134935909,11868.4491228681,75
2020-09-02,11924.22,11950.0,11160.0,11395.48,19721.44316904,2828970.00887422,0.02301615,1.83557105,44469795.0695857,0.45521041,0.55529128,0.99636415,none,48.31264383975,11605.2088822092,11564.5190313036,11097.188650705,11915.1921082492,83
2020-09-03,11395.49,11474.99,10005.0,10172.52,30364.24398441,2826570.68561146,0.00759157,1.63534859,-8602264.45205038,0.38850958,0.44314966,0.99846628,none,33.4263895216906,11318.6711057673,11437.9736648215,11060.9271349911,11961.9350936303,79
2020-09-04,10172.13,10638.34,9895.22,10500.05,23366.4624656,2829424.00798952,-0.00453716,1.68789936,-63847134.5754181,0.40754761,0.47839052,0.97922721,none,38.8598285530114,11154.9468846139,11352.7078771104,11038.9319532267,12008.6780790115,40
2020-09-05,10500.05,10564.8,9813.0,10168.36,22450.75807716,2835715.41651931,0.00674427,1.63887495,-60462317.7183201,0.38982532,0.48487643,0.98005536,none,35.6836296771558,10957.6295076911,11245.0398882822,11004.7918766296,12055.4210643926,41
2020-09-06,10169.58,10358.88,10000.0,10257.86,9516.19303239,2834352.15581658,0.00399059,1.65330931,-15916317.45555,0.3951525,0.52028755,0.98792506,none,37.1757688441351,10817.6756061529,11155.2962620747,10975.5004304873,12102.1640497737,41
2020-09-07,10258.67,10410.9,9880.0,10375.0,11996.92866276,2826639.96195309,0.00549513,1.67246422,-68202487.6709429,0.40207989,0.61365635,0.97543534,none,39.1651017076569,10729.1404849223,11084.3602382498,10951.9513939976,12148.9070351549,41
2020-09-08,10375.0,10440.91,9819.83,10125.69,15768.28451954,2826360.19881204,0.00174769,1.63529803,-34718406.7269477,0.38849067,0.53127465,0.98740685,none,36.5149533470952,10608.4503879378,10997.2083984089,10919.5489863898,12195.650020536,41
2020-09-09,10126.41,10349.99,9983.34,10224.56,9645.50040063,2820742.50111735,0.00138701,1.64990001,-20406210.1545488,0.39390266,0.51516839,0.98973259,none,38.2980677658637,10531.6723103503,10926.9676349172,10892.2945163353,12242.3930059171,38
2020-09-10,10224.56,10489.0,10216.41,10343.23,11237.01908035,2809482.25598357,-0.00172338,1.66770961,11214945.7717986,0.40037522,0.55222702,0.99912584,none,40.4596907351395,10493.9838482802,10873.9005771974,10870.7625745182,12289.1359912983,38
2020-09-11,10344.24,10411.44,10200.0,10394.41,7200.29156246,2808827.12157032,3.705e-05,1.67848676,-20339250.9179257,0.40422527,0.48534794,0.98510297,none,41.4129841266922,10474.0690786242,10830.3105247249,10852.0820813999,12335.8789766794,41
2020-09-12,10394.41,10483.23,10276.19,10446.52,6495.30033616,2807204.47758098,0.00033077,1.68653398,-11164365.3436908,0.40706798,0.60068909,0.99281033,none,42.423781510059,10468.5592628993,10795.4204770227,10836.1776860509,12382.6219620605,41
2020-09-13,10446.52,10582.36,10211.0,10336.76,10442.19360563,2800663.77578425,-0.00092031,1.66686724,6320424.63120582,0.4000722,0.56576759,0.99671811,none,40.8260358294502,10442.1994103195,10753.7240700206,10816.5926787548,12429.3649474417,38
2020-09-14,10336.76,10760.62,10253.0,10679.95,13532.94711651,2792740.33392009,-0.0086035,1.72209138,39419951.1605526,0.41931072,0.63523203,1.0025173,none,47.485682797376,10489.7495282556,10747.0173363824,10811.234142333,12476.1079328228,39
2020-09-15,10678.41,10950.0,10613.18,10783.75,12634.3292873,2790788.59959966,-0.00189445,1.73828642,95212903.5416012,0.42472081,0.56880575,1.00171092,none,49.3426755276268,10548.5496226045,10750.3566694385,10810.1563328297,12522.850918204,47
2020-09-16,10783.36,11099.95,10662.02,10959.61,11003.70130082,2799011.90415032,0.00071195,1.76570834,138541174.194764,0.43365505,0.57476081,1.01054955,none,52.4129397756465,10630.7616980836,10769.3796994896,10816.0172609541,12569.5939035851,43
2020-09-17,10957.06,11044.0,10735.55,10943.61,8885.4490645,2792703.63361755,0.0068999,1.76013688,58543271.2225592,0.43186237,0.65829065,1.00692509,none,52.1035270104376,10693.3313584669,10785.2188177178,10821.0208977794,12616.3368889662,48
2020-09-18,10943.99,11039.88,10813.0,10937.52,8660.059472,2778169.81660776,0.00414094,1.76063436,86839995.7635209,0.4320229,0.6108385,1.00610794,none,51.9777506040906,10742.1690867735,10799.0643797434,10825.5894900233,12663.0798743474,49
2020-09-19,10937.5,11179.9,10891.78,11080.0,5718.02211829,2777224.21180554,0.00132477,1.77926909,102533508.051202,0.43797147,0.55793419,1.01282641,none,54.73105202173,10809.7352694188,10824.6039815849,10835.5663727675,12709.8228597285,48
2020-09-20,11081.09,11081.37,10759.37,10920.89,6003.78509052,2781942.30466724,-0.00127584,1.75298339,33272323.672656,0.42954394,0.52401233,1.00191546,none,51.2007197839512,10831.966215535,10833.3572559863,10838.9123973649,12756.5658451096,52
2020-09-21,10920.94,10994.0,10180.0,10416.82,15004.71121349,2784707.00180208,0.00282857,1.67372916,-34761660.2662567,0.40253177,0.5107302,0.98952779,buy,41.9654127226923,10748.936972428,10795.4902327148,10822.359754331,12803.3088304908,48
2020-09-22,10416.83,10576.82,10355.0,10531.13,7904.25642443,2782871.0602321,-0.0032203,1.69115119,90726613.1963438,0.40868681,0.45945858,0.99259337,none,44.4140170917929,10705.3755779424,10771.4574842862,10810.9389796513,12850.0518158719,39
2020-09-23,10531.13,10541.25,10135.22,10235.1,8893.24233647,2774922.84234782,-0.00606418,1.64546041,-21268595.6250827,0.39226736,0.49199768,0.99125945,none,39.7380210090219,10611.3204623539,10722.6977129875,10788.3570588807,12896.794801253,43
2020-09-24,10237.41,10795.87,10192.56,10740.01,9678.39349807,2771361.24694945,-9.863e-05,1.72393749,-27328858.5274041,0.41993256,0.49718715,0.98527221,none,49.5032124960035,10637.0583698832,10724.2715572613,10786.4610957873,12943.5377866342,39
2020-09-25,10740.0,10765.07,10551.0,10690.53,9690.62760986,2767936.36517846,0.00418549,1.71632402,75234094.7652725,0.41735943,0.61099836,1.00340798,none,48.6708609229054,10647.7526959065,10721.2041429648,10782.699092031,12990.2807720153,46
2020-09-26,10690.53,10828.0,10654.58,10730.0,3783.39739972,2764878.4317772,0.0029347,1.72106922,38917710.2453573,0.41896585,0.54398134,1.00377825,none,49.4017161000276,10664.2021567252,10722.0037663317,10780.6324609709,13037.0237573964,45
2020-09-27,10730.0,10806.32,10595.24,10778.2,3880.03686062,2765738.31862744,0.00305962,1.72711704,19077251.5185397,0.42100044,0.55325492,0.99893414,none,50.3317752726177,10687.0017253802,10727.112514847,10780.5370703446,13083.7667427776,47
2020-09-28,10779.0,10956.11,10621.22,10695.55,8876.06156838,2771633.41101128,0.00780465,1.71483806,60094338.846636,0.41685456,0.46643805,1.00728874,none,48.6794300813077,10688.7113803041,10724.2431953154,10777.2042440566,13130.5097281587,43
2020-09-29,10694.9,10860.79,10636.13,10840.73,8200.78265336,2755986.08271724,0.00460947,1.7373585,154584221.971952,0.42441356,0.51720743,1.0035552,none,51.6801972679589,10719.1151042433,10734.8329048322,10779.695450172,13177.2527135398,45
2020-09-30,10839.98,10847.0,10657.04,10779.63,6318.52943807,2756026.05005193,0.00506503,1.72640198,29015798.5456354,0.42076063,0.56875502,0.99692418,none,50.3459854622165,10731.2180833947,10738.9053680293,10779.6928834986,13223.995698921,49
2020-10-01,10779.63,10931.98,10427.75,10617.63,12848.71825819,2759378.89560494,0.00336675,1.69946758,11794455.2403276,0.41158042,0.44507422,0.99833134,none,46.8895002132115,10708.5004667157,10727.8803345721,10773.3374763026,13270.7386843021,45
2020-10-02,10616.35,10668.56,10363.76,10573.12,10263.48290265,2734499.25133865,-0.00101569,1.69267821,11040755.2534487,0.40922026,0.48623514,0.99247297,none,45.9559474915776,10681.4243733726,10713.8112132473,10765.4858105652,13317.4816696832,41
2020-10-03,10573.12,10606.36,10498.02,10551.65,3211.70459291,2733294.64249745,-0.00427915,1.68617419,7877927.75408671,0.40694146,0.53781767,0.99876738,none,45.4855169450455,10655.4694986981,10699.0692847703,10757.1000925038,13364.2246550644,40
2020-10-04,10550.32,10697.0,10521.87,10671.11,3569.25620166,2736273.1574413,-0.00289348,1.70798105,19204996.4202357,0.41451341,0.57011286,1.00013304,none,48.6360726440936,10658.5975989585,10696.5275316094,10753.7279320135,13410.9676404455,42
2020-10-05,10670.01,10800.0,10621.12,10795.0,6081.38701926,2730795.02380406,0.00098641,1.72623691,50531524.185344,0.42070524,0.51077862,1.00413577,none,51.7504211951263,10685.8780791668,10705.4795741903,10755.3464444836,13457.7106258266,42
2020-10-06,10796.97,10800.0,10524.0,10602.66,7596.36372031,2736565.21077085,0.00284505,1.69408881,25294913.9843557,0.40971218,0.46555729,1.000384,buy,46.9871417304155,10669.2344633334,10696.132340173,10749.3587407783,13504.4536112078,47
2020-10-07,10601.2,10683.75,10546.78,10670.47,6108.04255109,2722761.26194561,-0.0029969,1.70427109,50081725.7367754,0.41323889,0.54423962,0.99907105,buy,48.7771885947305,10669.4815706667,10693.7994001573,10746.2650646694,13551.1965965889,43
2020-10-08,10670.47,10963.16,10532.11,10933.09,11301.25106194,2726993.5545935,0.00348157,1.74442659,78151585.6020132,0.42674573,0.59803692,1.00336268,none,55.1004853392533,10722.2032565334,10715.5530910521,10753.5915327215,13597.93958197,46
2020-10-09,10932.44,11111.11,10834.49,11057.07,10098.3991552,2731538.44640946,0.00764966,1.7623652,138050156.284336,0.43258071,0.53021959,1.016475,none,57.7520045494003,10789.1766052267,10746.6000827746,10765.4926490854,13644.6825673512,48
2020-10-10,11057.07,11498.98,11055.75,11299.5,9312.75916488,2735986.4667719,0.01211348,1.79997646,84801587.3021896,0.44443718,0.54574178,1.01119585,none,62.4247720062457,10891.2412841814,10796.8637116133,10786.4341138272,13691.4255527323,53
2020-10-11,11299.52,11444.25,11276.28,11374.01,5163.46475688,2733690.30433684,0.00833669,1.80998761,50478993.7841137,0.44751003,0.53749269,1.00605899,none,63.7517625860767,10987.7950273451,10849.3315560121,10809.4763054418,13738.1685381134,55
2020-10-12,11374.01,11736.02,11187.6,11535.46,11056.91558046,2737812.4230524,0.00329679,1.83565353,130472802.794231,0.45523489,0.58080294,1.01469967,none,66.5115136123484,11097.3280218761,10911.7068691019,10837.946254248,13784.9115234946,52
2020-10-13,11535.46,11561.45,11312.59,11428.22,8639.21277154,2736348.62481716,0.00232953,1.81511017,92986704.6516273,0.44906925,0.64033181,1.01186709,none,63.0763081672457,11163.5064175009,10958.6626082745,10861.0942442775,13831.6545088757,56
2020-10-14,11428.22,11556.37,11290.83,11427.7,7078.70152873,2732066.56656186,-0.00077169,1.81421709,105839911.103934,0.44879805,0.57498893,1.00753227,none,63.0593008326026,11216.3451340007,11001.3023711586,10883.3140778352,13878.3974942569,53
2020-10-15,11427.7,11641.38,11263.15,11509.34,8538.51456237,2715509.08133281,-0.00090523,1.82551568,114606737.270157,0.45220958,0.58690632,1.00931699,none,64.6699415804571,11274.9441072006,11047.4876101442,10907.8641139985,13925.140479638,56
2020-10-16,11509.31,11550.01,11201.0,11328.95,9505.26615373,2698084.71603877,-0.00479811,1.79517724,45365520.9983838,0.44295194,0.59266516,1.00404514,none,58.5911184735438,11285.7452857604,11073.0751001311,10924.3772859986,13971.8834650191,52
2020-10-17,11328.27,11421.0,11264.75,11367.89,3586.1455215,2689092.12877395,-0.00356573,1.80114791,27238274.4901847,0.44479851,0.60244297,1.00286987,none,59.4766231066365,11302.1742286084,11099.8764546646,10941.7699414496,14018.6264504003,56
2020-10-18,11367.9,11523.0,11350.37,11514.2,4352.09499051,2687473.28654742,0.00259524,1.82349799,37263886.9653152,0.45160345,0.46632478,1.0050848,none,62.7038129800136,11344.5793828867,11137.5422315133,10964.2181790398,14065.3694357814,55
2020-10-19,11514.2,11833.0,11416.04,11760.45,10313.23447344,2681771.39416935,0.00636841,1.85680595,323456961.037168,0.46144076,0.49599208,1.01470202,buy,67.4083051208619,11427.7535063093,11194.1702104666,10995.4429563324,14112.1124211625,55
2020-10-20,11760.45,12050.0,11685.0,11923.83,13840.02481291,2683966.63455705,0.00351691,1.87885327,217440798.183698,0.46776046,0.57923535,1.02431102,none,70.1028501043147,11526.9688050475,11260.502918606,11031.8502913782,14158.8554065437,56
2020-10-21,11923.07,13250.04,11900.01,12808.0,32404.63293167,2690936.50555604,0.00761955,2.0112562,416725608.099119,0.5027983,0.56175483,1.04808512,none,79.8242641780623,11783.175044038,11401.18447146,11101.5032211281,14205.5983919248,61
2020-10-22,12808.01,13200.0,12698.02,12987.02,20337.74466561,2688844.25369607,0.00763875,2.02526459,692146848.914694,0.50623736,0.59962513,1.05629987,none,81.1600299823706,12023.9440352304,11545.3513376909,11175.4450555936,14252.3413773059,73
2020-10-23,12988.2,13037.0,12722.72,12937.09,10450.87207186,2682807.81272512,0.01082006,2.00855431,597064404.950955,0.50212947,0.57149498,1.02225566,none,79.5775572373076,12206.5732281843,11671.8730342645,11244.5291710605,14299.0843626871,74
2020-10-24,12938.0,13175.0,12884.31,13126.24,7915.34663475,2680121.21362789,0.00864697,2.03401868,237411186.241567,0.50836243,0.67285295,1.02744387,none,81.0823949205326,12390.5065825475,11804.0882129677,11318.3217525876,14345.8273480682,73
2020-10-25,13126.34,13361.0,12890.76,13045.0,9276.17719938,2678363.47114607,0.00504379,2.01816267,131633178.441059,0.5044998,0.51444874,1.01644711,none,78.4099938162121,12521.405266038,11916.8983754252,11386.0346250351,14392.5703334493,76
2020-10-26,13045.02,13250.0,12785.0,13068.79,12275.35826032,2712862.57728766,0.00640863,2.01922565,132395490.3792,0.50476065,0.48446036,1.0124598,none,78.6320926495551,12630.8822128304,12021.6157958411,11452.0250318965,14439.3133188305,75
2020-10-27,13068.79,13793.72,13061.28,13698.18,17267.43967837,2707055.12726224,0.00457228,2.1021955,372925000.016327,0.52430685,0.45534425,1.03086102,none,83.4753354568299,12844.3417702643,12174.0307234919,11540.1095404496,14486.0563042116,61
2020-10-28,13740.85,13863.87,12891.57,13281.05,21073.3766776,2702585.06967852,0.00109741,2.0396921,281576901.920541,0.50972992,0.44731506,1.02141905,none,71.8515712767744,12931.6834162114,12274.6688395381,11608.3817153339,14532.7992895927,70
2020-10-29,13281.06,13650.0,12976.29,13460.0,15796.07667651,2702668.22816584,-0.00359079,2.06125042,264676045.915605,0.51485759,0.48927981,1.02244972,none,73.5529861348803,13037.3467329692,12382.4262177619,11680.9941970855,14579.5422749739,67
2020-10-30,13460.0,13687.82,13131.31,13571.51,15664.29047538,2697926.96274475,-0.00162153,2.07762044,163376009.310607,0.51868013,0.50755152,1.0130772,none,74.5839214219585,13144.1793863753,12490.5247434199,11755.1320717096,14626.285260355,74
2020-10-31,13571.51,14098.92,13424.73,13804.81,12166.30429818,2706226.80597361,0.01146801,2.10727868,203936848.478929,0.52545432,0.52495847,1.02299706,none,76.6359721112496,13276.3055091003,12610.0052212908,11835.5115983092,14673.0282457361,73
2020-11-01,13803.69,13906.74,13630.05,13771.59,6252.00619492,2706874.70584785,0.01242834,2.09806433,236803887.661349,0.52337019,0.57931388,1.02591525,none,75.6987600300402,13375.3624072802,12715.6038375371,11911.4362415128,14719.7712311173,72
2020-11-02,13771.7,13840.0,13215.0,13563.22,12191.83070954,2682477.02867548,0.00787255,2.05909007,324058181.821245,0.51434859,0.43325441,1.01074495,none,69.9225532385742,13412.9339258242,12792.6598523065,11976.212075179,14766.5142164984,71
2020-11-03,13563.22,14081.45,13290.0,14035.8,13965.78812958,2666728.17431995,0.01263332,2.10474436,1746465873.46708,0.52488292,0.66200311,1.02548883,buy,74.6475244734054,13537.5071406593,12905.6725930059,12056.9802290935,14813.2572018795,71
